CustomerID,InsuredAge,InsuredGender,InsuredEducationLevel,InsuredOccupation,CapitalGains,CapitalLoss
Cust15825,38,FEMALE,Associate,adm-clerical,0,-65500
Cust15826,30,MALE,High School,priv-house-serv,0,0
Cust15828,34,FEMALE,College,sales,0,0
Cust15829,33,FEMALE,College,sales,0,0
Cust1583,28,FEMALE,JD,farming-fishing,0,-38500
Cust15830,41,FEMALE,JD,craft-repair,33200,0
Cust15831,28,FEMALE,JD,prof-specialty,0,0
Cust15832,38,FEMALE,Masters,other-service,0,0
Cust15833,37,FEMALE,Masters,other-service,0,-59800
Cust15834,37,FEMALE,College,armed-forces,0,0
Cust15837,39,FEMALE,MD,protective-serv,44000,0
Cust15839,52,MALE,JD,transport-moving,0,0
Cust1584,41,MALE,Masters,protective-serv,0,-57000
Cust15840,42,MALE,Associate,craft-repair,45700,-41400
Cust15841,46,FEMALE,JD,craft-repair,45700,-35200
Cust15842,48,MALE,Associate,armed-forces,47900,0
Cust15844,32,MALE,PhD,other-service,52800,-54300
Cust15845,35,MALE,PhD,priv-house-serv,52800,0
Cust15847,56,FEMALE,Masters,armed-forces,0,0
Cust15848,42,MALE,Associate,prof-specialty,0,-49700
Cust15849,42,MALE,Associate,adm-clerical,12800,-49700
Cust1585,27,FEMALE,High School,priv-house-serv,0,0
Cust15850,51,MALE,High School,machine-op-inspct,0,-71700
Cust15852,53,FEMALE,Masters,adm-clerical,45300,0
Cust15853,56,FEMALE,Associate,adm-clerical,45300,0
Cust15854,34,MALE,Masters,priv-house-serv,42300,-45800
Cust15855,32,MALE,JD,sales,0,0
Cust15856,54,FEMALE,PhD,tech-support,21200,-57700
Cust15857,51,FEMALE,High School,tech-support,21200,0
Cust15858,30,FEMALE,JD,transport-moving,77900,0
Cust15859,29,FEMALE,JD,transport-moving,77900,-43700
Cust15862,45,FEMALE,Associate,handlers-cleaners,54400,0
Cust15863,46,FEMALE,JD,handlers-cleaners,0,0
Cust15865,38,MALE,High School,protective-serv,45000,-44400
Cust15866,42,MALE,Associate,craft-repair,63100,-36600
Cust15867,42,MALE,JD,craft-repair,0,-36600
Cust15868,38,FEMALE,MD,other-service,58100,-50000
Cust1587,30,MALE,College,sales,40100,0
Cust15870,30,MALE,Masters,machine-op-inspct,75800,-48600
Cust15871,28,MALE,PhD,transport-moving,75800,0
Cust15872,41,FEMALE,High School,priv-house-serv,0,0
Cust15873,41,MALE,High School,priv-house-serv,0,0
Cust15874,25,MALE,Associate,armed-forces,35400,0
Cust15875,26,FEMALE,Masters,armed-forces,35400,0
Cust15877,34,FEMALE,PhD,other-service,0,-45300
Cust15878,36,FEMALE,JD,protective-serv,67800,0
Cust15879,35,FEMALE,JD,protective-serv,67800,0
Cust15880,35,FEMALE,Associate,handlers-cleaners,0,-48800
Cust15882,33,FEMALE,PhD,armed-forces,0,-49500
Cust15885,35,FEMALE,MD,adm-clerical,0,-70100
Cust15887,32,FEMALE,Masters,exec-managerial,64600,0
Cust15888,33,FEMALE,High School,adm-clerical,41300,-42000
Cust1589,64,MALE,Masters,other-service,0,0
Cust15891,51,MALE,JD,transport-moving,0,0
Cust15892,56,MALE,High School,sales,0,0
Cust15894,34,FEMALE,MD,tech-support,58500,0
Cust15899,40,FEMALE,High School,sales,0,-70900
Cust1590,25,FEMALE,Associate,priv-house-serv,0,0
Cust15900,31,FEMALE,Associate,craft-repair,38400,-5700
Cust15902,30,FEMALE,High School,craft-repair,0,0
Cust15904,37,FEMALE,Masters,prof-specialty,0,-55400
Cust15907,45,MALE,PhD,handlers-cleaners,39300,-28800
Cust15908,41,MALE,College,handlers-cleaners,0,-65800
Cust15909,41,MALE,High School,handlers-cleaners,0,-65800
Cust1591,40,FEMALE,College,handlers-cleaners,0,0
Cust15910,38,FEMALE,JD,protective-serv,77900,0
Cust15911,34,FEMALE,JD,protective-serv,77900,-80800
Cust15913,34,MALE,High School,other-service,55700,-45200
Cust15916,47,MALE,High School,transport-moving,0,-13800
Cust15918,22,FEMALE,College,exec-managerial,63600,-54000
Cust15919,26,FEMALE,High School,exec-managerial,63600,-54000
Cust1592,43,FEMALE,Associate,armed-forces,0,0
Cust15920,43,FEMALE,MD,prof-specialty,77500,-32800
Cust15921,42,FEMALE,JD,prof-specialty,77500,-31700
Cust15922,44,MALE,Masters,other-service,59400,-54600
Cust15923,44,MALE,MD,other-service,0,-54600
Cust15924,30,MALE,High School,transport-moving,50300,0
Cust15925,26,FEMALE,High School,exec-managerial,50300,0
Cust15926,28,MALE,MD,exec-managerial,60000,-32100
Cust15927,27,FEMALE,MD,exec-managerial,60000,-54800
Cust15928,28,FEMALE,High School,priv-house-serv,0,0
Cust15929,28,MALE,High School,priv-house-serv,0,0
Cust1593,41,FEMALE,College,machine-op-inspct,36600,0
Cust15930,34,FEMALE,High School,adm-clerical,0,-40900
Cust15931,38,FEMALE,High School,adm-clerical,0,0
Cust15933,42,FEMALE,JD,prof-specialty,47900,-73400
Cust15934,31,FEMALE,Masters,armed-forces,57500,0
Cust15935,30,FEMALE,Masters,farming-fishing,57500,0
Cust15936,57,MALE,JD,other-service,0,0
Cust15938,56,MALE,Associate,sales,69400,0
Cust15939,55,MALE,Associate,sales,69400,0
Cust1594,30,FEMALE,JD,craft-repair,58600,0
Cust15940,29,MALE,PhD,machine-op-inspct,63600,0
Cust15941,43,MALE,JD,sales,51400,-6300
Cust15942,31,MALE,High School,farming-fishing,51400,-77000
Cust15943,38,FEMALE,Associate,tech-support,64000,0
Cust15944,34,MALE,PhD,exec-managerial,0,0
Cust15945,42,MALE,PhD,machine-op-inspct,0,-39300
Cust15948,25,FEMALE,MD,adm-clerical,43000,-42500
Cust1595,38,MALE,High School,sales,0,-43800
Cust15951,32,MALE,College,prof-specialty,0,0
Cust15952,38,MALE,JD,craft-repair,49600,-49200
Cust15953,43,FEMALE,High School,handlers-cleaners,57000,-27300
Cust15955,41,FEMALE,Associate,machine-op-inspct,0,0
Cust15958,41,FEMALE,JD,farming-fishing,33300,-10600
Cust15959,44,FEMALE,Masters,machine-op-inspct,0,0
Cust1596,36,MALE,JD,farming-fishing,0,-28800
Cust15960,26,FEMALE,JD,armed-forces,53200,0
Cust15961,36,FEMALE,JD,prof-specialty,37300,-31700
Cust15962,29,MALE,JD,machine-op-inspct,0,0
Cust15963,37,FEMALE,Masters,farming-fishing,0,-55400
Cust15964,46,FEMALE,JD,craft-repair,0,0
Cust15965,55,MALE,MD,protective-serv,39000,0
Cust15966,30,MALE,Masters,sales,0,-45800
Cust15967,23,FEMALE,College,prof-specialty,56700,-49300
Cust15968,30,FEMALE,Associate,transport-moving,39600,-60200
Cust15970,41,FEMALE,College,tech-support,0,0
Cust15971,34,FEMALE,Associate,armed-forces,43200,0
Cust15972,32,FEMALE,PhD,protective-serv,0,0
Cust15973,33,FEMALE,Masters,handlers-cleaners,64600,-40300
Cust15974,52,FEMALE,MD,other-service,0,0
Cust15975,28,MALE,MD,sales,0,-65200
Cust15976,39,MALE,Masters,armed-forces,83900,0
Cust15977,37,MALE,JD,tech-support,88400,-46500
Cust15978,39,MALE,High School,transport-moving,47600,-39600
Cust15979,27,FEMALE,PhD,sales,71500,0
Cust1598,29,FEMALE,JD,priv-house-serv,0,0
Cust15980,53,FEMALE,College,other-service,36100,-55000
Cust15981,32,FEMALE,Masters,other-service,0,-53700
Cust15982,30,FEMALE,JD,machine-op-inspct,0,0
Cust15983,29,MALE,MD,adm-clerical,94800,-30900
Cust15984,44,MALE,JD,machine-op-inspct,69100,0
Cust15986,63,MALE,Associate,priv-house-serv,59600,0
Cust15987,31,FEMALE,Associate,protective-serv,43300,-66200
Cust15988,49,FEMALE,MD,other-service,0,-51500
Cust15990,36,MALE,Associate,craft-repair,0,0
Cust15992,41,MALE,JD,priv-house-serv,0,-20900
Cust15993,42,MALE,College,machine-op-inspct,0,-53800
Cust15994,44,MALE,College,transport-moving,0,0
Cust15995,32,MALE,JD,other-service,0,0
Cust15997,37,MALE,Masters,exec-managerial,59900,0
Cust1600,38,FEMALE,Masters,handlers-cleaners,0,0
Cust16000,30,MALE,JD,transport-moving,58500,0
Cust16001,35,FEMALE,JD,exec-managerial,0,0
Cust16002,31,MALE,High School,other-service,51400,0
Cust16008,31,FEMALE,PhD,protective-serv,67700,0
Cust16009,44,FEMALE,High School,machine-op-inspct,0,-70900
Cust1601,29,MALE,High School,exec-managerial,0,-61400
Cust16011,39,FEMALE,MD,craft-repair,0,0
Cust16012,29,FEMALE,College,tech-support,0,0
Cust16015,53,MALE,JD,sales,0,0
Cust16016,49,MALE,College,tech-support,0,-24300
Cust16017,27,MALE,High School,transport-moving,0,0
Cust1602,31,MALE,Masters,machine-op-inspct,0,-26400
Cust16020,35,FEMALE,Associate,sales,0,-40600
Cust16021,51,FEMALE,Associate,armed-forces,46700,0
Cust16022,34,FEMALE,PhD,machine-op-inspct,0,-63100
Cust16023,38,FEMALE,PhD,other-service,44300,0
Cust16024,42,MALE,Associate,adm-clerical,58000,0
Cust16025,42,FEMALE,High School,priv-house-serv,0,0
Cust16026,26,FEMALE,College,prof-specialty,56400,-32800
Cust16028,39,MALE,JD,armed-forces,0,-69700
Cust16029,39,FEMALE,MD,protective-serv,59600,-31700
Cust1603,35,MALE,JD,sales,59300,-31400
Cust16030,41,FEMALE,JD,tech-support,70500,0
Cust16032,37,MALE,MD,exec-managerial,55600,-59700
Cust16033,27,MALE,Masters,tech-support,0,-32100
Cust16034,33,MALE,MD,other-service,0,-49900
Cust16036,40,MALE,High School,sales,45300,-90200
Cust16037,31,FEMALE,PhD,craft-repair,68900,0
Cust16038,48,FEMALE,JD,prof-specialty,46300,-72000
Cust16039,28,FEMALE,MD,other-service,0,0
Cust1604,27,FEMALE,Masters,adm-clerical,46000,0
Cust16040,36,FEMALE,Associate,machine-op-inspct,76000,0
Cust16041,40,MALE,Masters,adm-clerical,0,-49000
Cust16042,39,MALE,Masters,tech-support,58600,-28700
Cust16043,31,FEMALE,JD,adm-clerical,58500,-46800
Cust16044,41,FEMALE,MD,armed-forces,58100,0
Cust16046,34,FEMALE,PhD,priv-house-serv,71400,0
Cust16047,55,FEMALE,JD,transport-moving,17600,0
Cust16048,58,MALE,JD,exec-managerial,0,0
Cust16049,47,FEMALE,JD,prof-specialty,0,0
Cust16053,45,FEMALE,MD,farming-fishing,46400,-54000
Cust16055,34,FEMALE,Masters,machine-op-inspct,0,0
Cust16056,33,FEMALE,Associate,machine-op-inspct,57800,-53300
Cust16057,46,MALE,High School,transport-moving,0,-51100
Cust16058,41,FEMALE,Masters,machine-op-inspct,35300,-50000
Cust16059,35,FEMALE,Associate,other-service,75400,0
Cust1606,44,MALE,High School,machine-op-inspct,0,0
Cust16062,27,MALE,MD,machine-op-inspct,0,-88300
Cust16063,44,MALE,PhD,priv-house-serv,52600,0
Cust16065,36,MALE,JD,adm-clerical,46300,0
Cust16067,35,FEMALE,Masters,armed-forces,0,-60000
Cust16068,34,MALE,Masters,tech-support,0,0
Cust16069,37,MALE,Masters,handlers-cleaners,72200,0
Cust1607,27,FEMALE,Associate,priv-house-serv,0,-66200
Cust16070,51,FEMALE,Masters,adm-clerical,68400,-66800
Cust16071,31,MALE,Masters,tech-support,51100,-48300
Cust16073,31,FEMALE,JD,farming-fishing,0,-57700
Cust16074,41,FEMALE,PhD,protective-serv,0,0
Cust16075,36,FEMALE,MD,adm-clerical,62700,0
Cust16077,43,MALE,MD,farming-fishing,59400,-57500
Cust16078,48,FEMALE,PhD,armed-forces,0,0
Cust16079,34,FEMALE,High School,other-service,0,-48800
Cust1608,39,FEMALE,Masters,exec-managerial,0,-63900
Cust16081,45,MALE,JD,handlers-cleaners,0,-72000
Cust16088,62,FEMALE,MD,exec-managerial,0,-44800
Cust16089,38,FEMALE,MD,sales,0,0
Cust1609,46,FEMALE,MD,adm-clerical,0,0
Cust16090,46,MALE,Masters,tech-support,0,-39800
Cust16091,27,FEMALE,Associate,handlers-cleaners,52700,0
Cust16094,29,MALE,High School,protective-serv,0,0
Cust16095,36,MALE,High School,adm-clerical,40000,-43400
Cust16097,36,FEMALE,High School,armed-forces,0,0
Cust16098,28,MALE,MD,transport-moving,0,-39700
Cust1610,57,MALE,Masters,priv-house-serv,0,0
Cust16100,49,FEMALE,College,other-service,47800,0
Cust16101,48,FEMALE,MD,prof-specialty,56700,-65600
Cust16102,48,FEMALE,Associate,handlers-cleaners,0,-72500
Cust16103,39,FEMALE,PhD,armed-forces,65000,0
Cust16104,42,MALE,MD,exec-managerial,48100,-60500
Cust16105,51,FEMALE,MD,priv-house-serv,0,0
Cust16106,51,FEMALE,MD,handlers-cleaners,21200,-64000
Cust16107,41,MALE,JD,farming-fishing,0,-51600
Cust16108,33,FEMALE,Masters,protective-serv,65600,-68200
Cust16109,45,MALE,JD,priv-house-serv,0,-67300
Cust1611,46,MALE,Masters,machine-op-inspct,0,0
Cust16110,42,FEMALE,MD,machine-op-inspct,39900,-60200
Cust16111,31,MALE,MD,handlers-cleaners,55300,-68700
Cust16112,56,FEMALE,Associate,armed-forces,69900,-24400
Cust16114,40,FEMALE,JD,sales,0,-55600
Cust16115,35,FEMALE,Masters,farming-fishing,54000,0
Cust16116,42,FEMALE,MD,armed-forces,0,0
Cust16117,33,FEMALE,JD,transport-moving,36900,-53700
Cust16118,37,FEMALE,Masters,craft-repair,0,-53800
Cust16119,35,MALE,Associate,tech-support,0,-70300
Cust1612,30,MALE,MD,exec-managerial,55600,-59700
Cust16120,27,FEMALE,College,machine-op-inspct,43000,0
Cust16121,28,MALE,Masters,sales,0,-41200
Cust16122,32,FEMALE,High School,armed-forces,0,-52600
Cust16125,43,FEMALE,PhD,priv-house-serv,83200,-53300
Cust16126,41,MALE,MD,priv-house-serv,0,0
Cust16127,29,MALE,Masters,other-service,0,-47100
Cust1613,42,FEMALE,Associate,adm-clerical,0,0
Cust16131,28,FEMALE,Masters,handlers-cleaners,52100,-46900
Cust16133,31,MALE,Associate,machine-op-inspct,57800,-53300
Cust16135,42,MALE,Associate,other-service,71200,0
Cust16137,39,FEMALE,PhD,armed-forces,65000,-19800
Cust16138,43,FEMALE,PhD,prof-specialty,0,-75700
Cust1614,27,MALE,High School,handlers-cleaners,57900,-90100
Cust16140,31,MALE,JD,other-service,0,0
Cust16142,41,MALE,Associate,transport-moving,0,0
Cust16143,38,FEMALE,Masters,priv-house-serv,0,0
Cust16146,35,FEMALE,JD,protective-serv,77900,0
Cust16147,37,MALE,College,sales,0,-77800
Cust16149,35,MALE,College,protective-serv,64200,-32300
Cust16151,33,FEMALE,Associate,adm-clerical,0,-40900
Cust16153,31,MALE,College,handlers-cleaners,72100,0
Cust16154,33,FEMALE,MD,adm-clerical,0,-58100
Cust16155,28,MALE,College,transport-moving,55300,0
Cust16156,36,FEMALE,MD,farming-fishing,0,-55800
Cust16158,46,MALE,College,exec-managerial,34000,0
Cust16159,35,MALE,JD,transport-moving,0,-35200
Cust1616,34,MALE,High School,tech-support,45600,-61400
Cust16161,39,MALE,Associate,machine-op-inspct,0,0
Cust16162,28,MALE,Associate,priv-house-serv,0,-39700
Cust16164,54,MALE,JD,protective-serv,36800,0
Cust16166,42,FEMALE,MD,transport-moving,0,-39500
Cust16168,45,FEMALE,JD,transport-moving,39400,-63900
Cust16169,29,MALE,MD,transport-moving,0,0
Cust1617,43,FEMALE,JD,transport-moving,75800,0
Cust16170,37,MALE,High School,sales,61600,-30200
Cust16171,31,FEMALE,JD,farming-fishing,58500,0
Cust16172,44,MALE,High School,handlers-cleaners,0,0
Cust16173,44,FEMALE,Masters,priv-house-serv,0,0
Cust16174,50,FEMALE,College,farming-fishing,64000,0
Cust16175,47,FEMALE,High School,machine-op-inspct,0,-42100
Cust16176,50,MALE,College,protective-serv,0,0
Cust16178,34,FEMALE,PhD,machine-op-inspct,67000,-28700
Cust1618,26,MALE,MD,tech-support,66300,0
Cust16181,24,FEMALE,JD,craft-repair,0,-54700
Cust16184,31,FEMALE,JD,armed-forces,39600,0
Cust16185,42,MALE,Masters,sales,35400,0
Cust16186,39,MALE,Associate,machine-op-inspct,25000,-64500
Cust16187,46,MALE,PhD,adm-clerical,0,0
Cust16189,54,MALE,MD,machine-op-inspct,67400,-43800
Cust1619,28,MALE,JD,farming-fishing,0,-32600
Cust16190,47,FEMALE,MD,handlers-cleaners,0,-54000
Cust16191,33,MALE,JD,prof-specialty,56700,0
Cust16192,43,FEMALE,JD,prof-specialty,0,-73400
Cust16193,27,FEMALE,JD,craft-repair,0,-41500
Cust16194,57,MALE,High School,adm-clerical,67600,-65300
Cust16195,26,MALE,JD,exec-managerial,56400,-32800
Cust16196,42,MALE,PhD,prof-specialty,39300,-65600
Cust16197,35,FEMALE,College,sales,65600,0
Cust16198,28,MALE,PhD,other-service,68900,0
Cust16199,38,MALE,Associate,priv-house-serv,0,0
Cust16201,37,FEMALE,Masters,exec-managerial,68500,0
Cust16202,47,FEMALE,Associate,priv-house-serv,21500,-37900
Cust16203,46,MALE,JD,other-service,69400,0
Cust16204,57,MALE,Associate,protective-serv,0,-56200
Cust16205,38,FEMALE,Masters,farming-fishing,0,-50300
Cust16206,29,FEMALE,PhD,sales,65700,0
Cust16207,61,MALE,JD,other-service,45700,0
Cust16208,43,FEMALE,Masters,tech-support,0,-33000
Cust1621,57,FEMALE,MD,machine-op-inspct,0,0
Cust16212,40,FEMALE,JD,craft-repair,0,0
Cust16213,33,FEMALE,PhD,exec-managerial,36700,-73400
Cust16214,41,FEMALE,Masters,protective-serv,30100,0
Cust16215,34,MALE,High School,prof-specialty,56700,0
Cust16216,37,FEMALE,High School,adm-clerical,0,-40900
Cust16217,24,FEMALE,Associate,machine-op-inspct,0,0
Cust16219,33,FEMALE,JD,priv-house-serv,64800,-24300
Cust1622,27,FEMALE,Masters,transport-moving,0,0
Cust16222,39,FEMALE,JD,prof-specialty,0,0
Cust16224,30,FEMALE,JD,farming-fishing,61400,-57500
Cust16225,60,MALE,High School,other-service,0,0
Cust16226,43,MALE,PhD,adm-clerical,39300,0
Cust16227,33,FEMALE,PhD,prof-specialty,0,-48700
Cust16229,51,FEMALE,Associate,priv-house-serv,0,0
Cust16230,37,MALE,MD,transport-moving,0,0
Cust16232,32,FEMALE,High School,transport-moving,0,-57600
Cust16236,44,FEMALE,JD,protective-serv,77900,0
Cust16238,29,FEMALE,High School,machine-op-inspct,70500,-29900
Cust16239,39,MALE,College,farming-fishing,64000,0
Cust1624,42,MALE,High School,machine-op-inspct,0,-74200
Cust16240,32,MALE,Masters,prof-specialty,0,0
Cust16241,49,MALE,Associate,prof-specialty,0,-24300
Cust16243,47,FEMALE,Masters,transport-moving,0,0
Cust16244,38,FEMALE,JD,craft-repair,0,-36600
Cust16245,41,FEMALE,MD,priv-house-serv,0,0
Cust16246,33,MALE,High School,tech-support,56900,-56900
Cust16247,38,FEMALE,JD,tech-support,0,0
Cust16248,42,MALE,MD,transport-moving,0,0
Cust16249,26,FEMALE,High School,handlers-cleaners,0,0
Cust1625,31,MALE,Associate,sales,58200,0
Cust16250,44,MALE,MD,machine-op-inspct,0,-54700
Cust16251,34,MALE,Masters,farming-fishing,44900,-45800
Cust16254,40,MALE,JD,transport-moving,0,-67400
Cust16255,45,MALE,PhD,priv-house-serv,83200,0
Cust16256,36,MALE,MD,tech-support,38700,-33100
Cust16257,32,,Associate,protective-serv,0,0
Cust16258,30,MALE,Associate,priv-house-serv,55200,-64300
Cust16259,23,FEMALE,JD,transport-moving,0,0
Cust1626,60,FEMALE,MD,machine-op-inspct,43600,-67800
Cust16260,43,FEMALE,Associate,other-service,0,0
Cust16261,34,FEMALE,JD,adm-clerical,0,-48800
Cust16262,32,MALE,High School,machine-op-inspct,65600,0
Cust16263,50,MALE,MD,machine-op-inspct,0,-71700
Cust16264,34,MALE,Masters,protective-serv,77900,-43400
Cust16266,44,FEMALE,JD,priv-house-serv,36900,-67300
Cust16267,50,MALE,Associate,tech-support,0,0
Cust16270,35,FEMALE,PhD,other-service,70300,0
Cust16272,33,MALE,College,other-service,0,0
Cust16273,31,MALE,MD,adm-clerical,33000,-45700
Cust16275,43,MALE,PhD,machine-op-inspct,0,-8500
Cust16277,41,FEMALE,MD,priv-house-serv,0,-12100
Cust16279,50,MALE,High School,prof-specialty,0,0
Cust16280,41,MALE,JD,prof-specialty,37900,-72900
Cust16281,36,MALE,PhD,prof-specialty,64400,0
Cust16282,33,FEMALE,Associate,priv-house-serv,45500,-60600
Cust16284,52,MALE,College,craft-repair,0,0
Cust16285,40,FEMALE,High School,sales,71300,0
Cust16286,36,FEMALE,College,tech-support,0,-53800
Cust16288,53,MALE,PhD,armed-forces,0,-62400
Cust16289,47,FEMALE,PhD,farming-fishing,0,0
Cust1629,39,FEMALE,JD,protective-serv,44200,-37000
Cust16290,40,MALE,Associate,other-service,34500,-63400
Cust16291,42,MALE,College,adm-clerical,58000,0
Cust16292,23,FEMALE,JD,machine-op-inspct,0,0
Cust16297,27,MALE,High School,tech-support,0,0
Cust16299,33,MALE,Associate,armed-forces,45000,-58100
Cust16301,48,FEMALE,MD,machine-op-inspct,44500,-71700
Cust16302,43,FEMALE,Masters,adm-clerical,0,0
Cust16303,43,MALE,PhD,tech-support,0,-73400
Cust16304,51,MALE,Associate,machine-op-inspct,0,0
Cust16305,34,FEMALE,High School,prof-specialty,0,-41100
Cust16306,54,FEMALE,MD,other-service,35900,0
Cust16307,29,FEMALE,High School,craft-repair,52200,0
Cust16309,42,FEMALE,Masters,armed-forces,0,0
Cust1631,35,FEMALE,MD,machine-op-inspct,0,0
Cust16310,48,FEMALE,MD,priv-house-serv,0,0
Cust16311,44,MALE,MD,adm-clerical,0,0
Cust16312,24,FEMALE,MD,adm-clerical,51400,-45700
Cust16314,25,FEMALE,High School,machine-op-inspct,0,0
Cust16315,34,MALE,College,handlers-cleaners,55300,-68700
Cust16316,37,MALE,High School,other-service,55700,-52900
Cust16317,47,FEMALE,College,sales,0,-46200
Cust16318,38,MALE,JD,other-service,36600,0
Cust16319,59,FEMALE,College,craft-repair,0,-31400
Cust1632,37,FEMALE,Associate,prof-specialty,0,-48400
Cust16321,28,FEMALE,College,machine-op-inspct,43000,0
Cust16323,47,FEMALE,MD,tech-support,26900,-55300
Cust16324,46,MALE,College,transport-moving,0,0
Cust16325,26,FEMALE,College,adm-clerical,31500,0
Cust16326,42,MALE,College,farming-fishing,33500,-49500
Cust16327,30,MALE,MD,craft-repair,72400,-77000
Cust16328,48,FEMALE,Associate,tech-support,34300,-45800
Cust16329,28,MALE,JD,prof-specialty,46700,-82100
Cust1633,45,MALE,Masters,transport-moving,0,-54600
Cust16330,44,FEMALE,High School,prof-specialty,58300,0
Cust16332,51,MALE,Associate,transport-moving,0,0
Cust16333,48,FEMALE,Masters,priv-house-serv,0,0
Cust16334,53,MALE,High School,priv-house-serv,0,-77600
Cust16335,34,MALE,PhD,exec-managerial,61600,0
Cust16337,41,FEMALE,PhD,armed-forces,49900,-19800
Cust16338,54,MALE,MD,transport-moving,0,0
Cust1634,29,FEMALE,MD,craft-repair,0,-48500
Cust16341,35,FEMALE,PhD,other-service,27700,0
Cust16343,31,FEMALE,MD,prof-specialty,0,0
Cust16346,44,FEMALE,MD,prof-specialty,48100,0
Cust16347,35,MALE,JD,protective-serv,77900,0
Cust16348,29,MALE,PhD,prof-specialty,0,0
Cust16349,36,FEMALE,Associate,protective-serv,83600,-55600
Cust1635,35,FEMALE,Masters,handlers-cleaners,0,0
Cust16350,52,MALE,Associate,armed-forces,0,-28800
Cust16351,50,FEMALE,High School,sales,0,0
Cust16352,39,FEMALE,JD,sales,67800,0
Cust16353,37,FEMALE,Associate,adm-clerical,0,-65500
Cust16354,29,MALE,High School,craft-repair,0,-36500
Cust16355,40,FEMALE,PhD,craft-repair,65000,-49200
Cust16356,48,FEMALE,Masters,exec-managerial,22700,0
Cust16357,28,FEMALE,College,adm-clerical,0,0
Cust16358,40,MALE,Associate,other-service,0,-31700
Cust16359,33,FEMALE,PhD,exec-managerial,58100,-49000
Cust1636,35,FEMALE,High School,craft-repair,0,-42900
Cust16360,50,FEMALE,Masters,adm-clerical,68400,-66800
Cust16363,34,FEMALE,College,prof-specialty,0,0
Cust16364,31,MALE,JD,prof-specialty,0,0
Cust16365,39,FEMALE,JD,protective-serv,0,-58900
Cust16366,35,FEMALE,PhD,transport-moving,69500,0
Cust16367,40,MALE,PhD,handlers-cleaners,50000,0
Cust16368,47,MALE,College,farming-fishing,51100,-75100
Cust1637,28,MALE,High School,craft-repair,0,0
Cust16370,46,MALE,MD,sales,0,-40200
Cust16371,36,FEMALE,Associate,transport-moving,33000,0
Cust16373,36,MALE,JD,machine-op-inspct,0,0
Cust16374,29,FEMALE,MD,tech-support,0,-45100
Cust16375,40,FEMALE,MD,farming-fishing,0,-55800
Cust16376,33,FEMALE,College,sales,0,0
Cust16377,54,MALE,JD,craft-repair,0,0
Cust16378,25,FEMALE,Associate,machine-op-inspct,46500,0
Cust16379,40,FEMALE,PhD,handlers-cleaners,0,0
Cust1638,45,MALE,Masters,craft-repair,0,0
Cust16381,35,MALE,MD,sales,0,-43800
Cust16383,40,FEMALE,College,prof-specialty,45500,-62500
Cust16384,40,FEMALE,High School,sales,71300,-70300
Cust16385,38,MALE,Masters,tech-support,38000,0
Cust16386,31,FEMALE,Masters,machine-op-inspct,0,-85900
Cust16387,29,FEMALE,MD,adm-clerical,0,0
Cust16388,27,MALE,JD,exec-managerial,0,0
Cust1639,34,FEMALE,PhD,priv-house-serv,0,0
Cust16391,40,FEMALE,Masters,exec-managerial,0,0
Cust16392,46,FEMALE,MD,tech-support,0,-90600
Cust16393,63,MALE,Associate,adm-clerical,0,0
Cust16394,43,FEMALE,JD,exec-managerial,0,0
Cust16395,30,FEMALE,MD,exec-managerial,72400,-59700
Cust16396,32,FEMALE,Associate,adm-clerical,0,0
Cust16397,30,FEMALE,High School,handlers-cleaners,57900,-43200
Cust16398,33,FEMALE,JD,farming-fishing,0,-65200
Cust16399,40,FEMALE,High School,priv-house-serv,88400,-46500
Cust1640,48,MALE,Associate,adm-clerical,45300,0
Cust16400,28,MALE,MD,exec-managerial,61600,0
Cust16401,27,FEMALE,JD,farming-fishing,0,0
Cust16402,37,FEMALE,Associate,machine-op-inspct,0,0
Cust16403,26,FEMALE,JD,exec-managerial,54600,0
Cust16404,28,MALE,High School,machine-op-inspct,0,-29900
Cust16405,35,MALE,Masters,sales,58200,0
Cust16406,60,FEMALE,MD,machine-op-inspct,43600,-67800
Cust16407,35,FEMALE,Masters,priv-house-serv,0,0
Cust16408,41,MALE,Associate,exec-managerial,43700,0
Cust16409,35,FEMALE,MD,machine-op-inspct,38100,-31400
Cust16410,28,FEMALE,College,machine-op-inspct,63600,0
Cust16412,34,FEMALE,PhD,machine-op-inspct,0,-63100
Cust16414,46,FEMALE,Associate,tech-support,0,-45800
Cust16415,45,MALE,JD,craft-repair,47200,-69700
Cust1642,55,FEMALE,JD,other-service,44400,-71500
Cust16420,40,FEMALE,MD,adm-clerical,57000,-27300
Cust16421,32,FEMALE,High School,exec-managerial,0,-57600
Cust16422,40,MALE,MD,craft-repair,0,0
Cust16423,31,MALE,Masters,protective-serv,57800,-53700
Cust16425,29,FEMALE,High School,adm-clerical,0,0
Cust16426,21,FEMALE,JD,armed-forces,0,-54700
Cust16428,30,FEMALE,Masters,protective-serv,0,-34700
Cust16429,43,FEMALE,Associate,handlers-cleaners,46400,-74300
Cust1643,32,FEMALE,High School,exec-managerial,79900,0
Cust16430,32,MALE,Masters,sales,0,-30400
Cust16431,51,MALE,College,adm-clerical,35700,-64900
Cust16432,45,FEMALE,College,farming-fishing,0,0
Cust16433,38,FEMALE,PhD,armed-forces,54900,-33800
Cust16434,29,FEMALE,High School,sales,41300,-42000
