CustomerID,VehicleModel,VehicleMake,VehicleYOM
Cust13978,X6,BMW,2
Cust37460,Wrangler,Nissan,1
Cust23109,Accord,Honda,0
Cust31976,Pathfinder,Nissan,2
Cust21638,Accord,Chevrolet,0
Cust31057,Impreza,Suburu,2
Cust34147,E400,BMW,1
Cust36809,Corolla,Toyota,1
Cust4525,RAM,Dodge,1
Cust8571,Silverado,Chevrolet,0
Cust35910,Wrangler,Jeep,2
Cust18783,Highlander,Toyota,3
Cust13670,RAM,Dodge,3
Cust15527,Passat,Nissan,2
Cust38939,CRV,Honda,0
Cust19263,Legacy,Suburu,1
Cust24695,Jetta,Volkswagen,0
Cust22436,Impreza,Suburu,3
Cust38783,92x,Saab,1
Cust11222,92x,Jeep,3
Cust18540,93,Audi,0
Cust26049,Legacy,Suburu,2
Cust8425,A3,Audi,2
Cust12110,CRV,Toyota,1
Cust2095,X6,BMW,3
Cust14160,Forrestor,Toyota,0
Cust19851,Highlander,Toyota,2
Cust33828,Jetta,Volkswagen,3
Cust23031,Neon,Dodge,1
Cust36975,A3,Toyota,1
Cust19228,Fusion,Ford,3
Cust35425,RAM,Dodge,0
Cust38466,95,Saab,1
Cust25556,93,Saab,0
Cust35818,Neon,Volkswagen,2
Cust23170,Jetta,Volkswagen,2
Cust39418,TL,Accura,0
Cust30477,Corolla,Toyota,0
Cust6030,Highlander,Toyota,1
Cust20722,Malibu,Toyota,0
Cust28077,Passat,Chevrolet,3
Cust12745,Wrangler,Jeep,3
Cust17022,Camry,Toyota,0
Cust26905,TL,Accura,2
Cust11373,Ultima,Nissan,1
Cust21451,95,Saab,0
Cust34208,Highlander,Accura,2
Cust18807,A5,Audi,1
Cust30930,Civic,Honda,2
Cust26379,F150,Toyota,2
Cust27113,Jetta,Audi,2
Cust3535,Maxima,Toyota,3
Cust1526,Grand Cherokee,Jeep,0
Cust6309,Neon,Suburu,2
Cust5264,RSX,Accura,2
Cust4555,Forrestor,Suburu,1
Cust16771,Impreza,Dodge,0
Cust22734,Passat,Volkswagen,3
Cust32247,Highlander,Nissan,2
Cust20313,Passat,Saab,3
Cust8675,Wrangler,Jeep,1
Cust5187,Tahoe,Chevrolet,3
Cust7217,93,Accura,3
Cust9698,F150,Mercedes,2
Cust11586,Legacy,Suburu,2
Cust24980,Passat,Accura,1
Cust30697,E400,Mercedes,0
Cust24962,Escape,Ford,2
Cust20787,F150,Ford,0
Cust20175,MDX,Accura,1
Cust16326,A3,Honda,1
Cust36459,Camry,Suburu,3
Cust30235,RAM,Dodge,2
Cust14948,Fusion,Nissan,0
Cust2916,Passat,Volkswagen,1
Cust36161,Grand Cherokee,Jeep,2
Cust32218,Ultima,Nissan,0
Cust38003,E400,Mercedes,1
Cust32896,Malibu,Accura,1
Cust28787,Neon,Dodge,1
Cust37448,Malibu,Volkswagen,0
Cust38031,3 Series,Nissan,2
Cust10046,A5,Audi,3
Cust31271,Maxima,Nissan,1
Cust33757,Tahoe,Mercedes,2
Cust11060,MDX,Accura,1
Cust37298,Neon,Dodge,0
Cust35009,Forrestor,Suburu,2
Cust12711,Wrangler,Volkswagen,2
Cust15334,RAM,Audi,2
Cust24990,95,Saab,1
Cust9408,C300,Volkswagen,2
Cust7136,Maxima,Audi,0
Cust36122,Passat,Volkswagen,2
Cust36783,Pathfinder,Accura,1
Cust20058,Highlander,Honda,3
Cust13018,X5,Suburu,2
Cust25668,Pathfinder,BMW,2
Cust33164,Malibu,Chevrolet,2
Cust28247,Passat,Volkswagen,0
Cust14840,Malibu,Chevrolet,2
Cust29421,Civic,Audi,1
Cust2364,F150,Ford,1
Cust21635,Pathfinder,Nissan,0
Cust8380,Impreza,Suburu,3
Cust21681,Civic,Honda,0
Cust3486,Escape,Ford,2
Cust1760,Maxima,Nissan,0
Cust37198,95,Saab,2
Cust25206,Ultima,Suburu,2
Cust38564,RSX,Accura,3
Cust22050,X6,Honda,2
Cust16405,Wrangler,Jeep,1
Cust38956,Malibu,Nissan,0
Cust12157,Legacy,Honda,0
Cust26101,Jetta,Volkswagen,1
Cust27432,RSX,Accura,3
Cust3220,Passat,Volkswagen,1
Cust4808,Neon,Dodge,1
Cust30332,Camry,Toyota,1
Cust3954,A3,Audi,1
Cust27876,Pathfinder,Nissan,1
Cust36481,Maxima,Nissan,2
Cust17976,Silverado,Dodge,3
Cust25667,X6,BMW,2
Cust31173,Jetta,Volkswagen,1
Cust24555,Forrestor,Mercedes,2
Cust7112,RAM,Toyota,1
Cust13548,Legacy,Suburu,3
Cust33145,Neon,Dodge,0
Cust34047,Malibu,Chevrolet,1
Cust17544,Maxima,Nissan,1
Cust10657,Neon,Audi,2
Cust1557,F150,Ford,3
Cust25155,E400,Mercedes,0
Cust5395,C300,Mercedes,2
Cust37035,Jetta,Chevrolet,2
Cust34503,Fusion,Ford,0
Cust4579,A3,Saab,3
Cust20513,Pathfinder,Mercedes,3
Cust6844,92x,Saab,1
Cust17285,Malibu,Chevrolet,3
Cust23625,RAM,Dodge,0
Cust19402,A3,Saab,1
Cust19409,MDX,Accura,3
Cust29130,3 Series,Accura,3
Cust23453,Neon,Chevrolet,0
Cust31322,95,Accura,1
Cust4132,Escape,Ford,1
Cust35362,A3,Toyota,0
Cust3197,A5,Audi,2
Cust30089,Passat,Volkswagen,2
Cust8602,CRV,Ford,2
Cust24567,3 Series,BMW,1
Cust20018,Jetta,Audi,2
Cust37749,E400,Mercedes,1
Cust29506,C300,Mercedes,3
Cust15718,MDX,Nissan,1
Cust6872,F150,Ford,3
Cust33687,Forrestor,Suburu,0
Cust23183,3 Series,BMW,2
Cust35430,Grand Cherokee,BMW,2
Cust26241,Passat,Nissan,1
Cust32899,3 Series,Accura,1
Cust16928,E400,Mercedes,3
Cust5552,M5,Dodge,2
Cust8177,95,Saab,0
Cust14437,E400,Accura,3
Cust3028,RAM,Volkswagen,3
Cust9846,A3,Audi,2
Cust8725,Escape,Ford,0
Cust30245,Jetta,Volkswagen,0
Cust33812,Wrangler,Dodge,1
Cust38778,Malibu,Chevrolet,1
Cust31257,Legacy,Suburu,3
Cust33173,CRV,Honda,3
Cust24551,RAM,Suburu,0
Cust11339,Escape,Dodge,1
Cust14754,Civic,Honda,3
Cust26279,Forrestor,Suburu,1
Cust16473,RAM,Dodge,1
Cust2153,Highlander,Toyota,1
Cust10012,Fusion,Ford,1
Cust14485,Corolla,Toyota,2
Cust22697,Legacy,Suburu,2
Cust16477,F150,Dodge,0
Cust23247,Passat,Dodge,2
Cust24630,Jetta,Volkswagen,1
Cust35112,Accord,Honda,2
Cust25533,Camry,Toyota,2
Cust28796,RAM,Dodge,0
Cust11692,C300,Mercedes,1
Cust13224,93,Mercedes,3
Cust32548,RSX,Ford,0
Cust12827,Ultima,Nissan,0
Cust30389,CRV,Nissan,1
Cust8918,Legacy,Dodge,1
Cust3635,A5,Audi,0
Cust28088,M5,BMW,0
Cust6953,95,Suburu,0
Cust28147,92x,Saab,0
Cust31584,E400,Mercedes,3
Cust13192,X5,BMW,2
Cust20516,C300,Nissan,3
Cust31575,E400,Mercedes,3
Cust35250,92x,Saab,3
Cust9143,Legacy,Suburu,2
Cust16216,E400,Accura,3
Cust32460,MDX,Nissan,2
Cust38945,M5,Accura,3
Cust36769,RSX,Accura,0
Cust5794,Jetta,BMW,2
Cust27522,Legacy,Audi,0
Cust17802,Highlander,Toyota,1
Cust24923,Camry,Toyota,2
Cust31897,MDX,Accura,1
Cust28295,TL,Volkswagen,3
Cust23882,Camry,Toyota,2
Cust7794,Maxima,Suburu,1
Cust16892,Corolla,Mercedes,1
Cust29206,Malibu,Chevrolet,3
Cust1989,Civic,Honda,0
Cust20628,Malibu,BMW,2
Cust39082,Wrangler,Jeep,2
Cust19096,Grand Cherokee,Jeep,3
Cust20182,Escape,Nissan,2
Cust25665,Pathfinder,BMW,2
Cust13832,Grand Cherokee,Jeep,1
Cust28315,RAM,BMW,1
Cust27440,93,Saab,2
Cust4715,CRV,Honda,3
Cust37365,A5,Audi,1
Cust28014,Highlander,Nissan,2
Cust18321,A3,Nissan,2
Cust26426,Escape,Suburu,0
Cust21295,Ultima,Nissan,3
Cust25363,TL,Accura,2
Cust36041,ML350,Mercedes,3
Cust34778,MDX,Accura,0
Cust32534,Escape,Jeep,2
Cust36655,ML350,Mercedes,2
Cust39419,TL,Accura,1
Cust4588,Pathfinder,Chevrolet,3
Cust33666,Passat,Volkswagen,3
Cust31911,Civic,Saab,0
Cust11546,Passat,Dodge,2
Cust39324,RSX,Accura,0
Cust36106,A3,Audi,3
Cust21785,Legacy,Suburu,0
Cust37529,Neon,Dodge,3
Cust27497,A3,Audi,3
Cust33971,Malibu,Chevrolet,3
Cust34407,RAM,Dodge,3
Cust7367,M5,Honda,1
Cust24544,E400,Mercedes,3
Cust34064,93,Nissan,0
Cust32120,93,Honda,2
Cust7158,M5,BMW,1
Cust2470,ML350,Mercedes,2
Cust8893,A5,Toyota,0
Cust17941,CRV,Honda,3
Cust24505,TL,Accura,0
Cust24993,CRV,Audi,1
Cust6900,Tahoe,Chevrolet,2
Cust26559,Passat,Toyota,0
Cust9378,C300,Dodge,2
Cust27355,Passat,Volkswagen,2
Cust26708,3 Series,BMW,2
Cust27853,A3,Nissan,1
Cust27620,Camry,Toyota,3
Cust29050,Passat,Chevrolet,2
Cust26731,X5,Honda,3
Cust2603,Forrestor,Suburu,0
Cust21269,Malibu,Chevrolet,3
Cust1250,Malibu,Chevrolet,1
Cust3602,Jetta,Honda,2
Cust13975,93,Saab,0
Cust14302,ML350,Honda,2
Cust8762,Impreza,Suburu,2
Cust20522,Fusion,Nissan,1
Cust21811,Passat,Chevrolet,0
Cust22776,Fusion,Volkswagen,0
Cust9353,A3,Audi,2
Cust37102,A5,Saab,1
Cust31775,RAM,Dodge,0
Cust15234,X5,Chevrolet,3
Cust27301,Camry,BMW,3
Cust19636,A3,Audi,0
Cust15988,Highlander,Toyota,1
Cust15830,A5,Honda,0
Cust33874,Silverado,Chevrolet,1
Cust7426,92x,Chevrolet,3
Cust30484,F150,Jeep,2
Cust32543,Fusion,Accura,2
Cust24564,92x,Accura,3
Cust20575,RSX,Jeep,1
Cust24836,Wrangler,Nissan,3
Cust4447,E400,Mercedes,2
Cust34131,Passat,Volkswagen,3
Cust33197,Fusion,Ford,2
Cust26677,F150,Ford,1
Cust30067,Camry,Toyota,2
Cust31365,RAM,Nissan,1
Cust20346,93,BMW,3
Cust26432,A3,Audi,2
Cust35694,Camry,Toyota,3
Cust4190,Passat,Audi,2
Cust37504,A3,Saab,1
Cust23984,Highlander,Toyota,0
Cust15470,Grand Cherokee,Toyota,1
Cust30912,A3,Saab,2
Cust22364,Tahoe,BMW,2
Cust4835,Highlander,Toyota,1
Cust17608,93,Saab,3
Cust22717,RAM,Dodge,2
Cust12905,M5,BMW,0
Cust12027,Malibu,Saab,1
Cust36212,MDX,Ford,1
Cust26827,Impreza,Suburu,0
Cust6775,Wrangler,Jeep,1
Cust22506,Escape,Ford,1
Cust31373,Legacy,Audi,1
Cust18741,Fusion,Ford,2
Cust7215,MDX,Accura,3
Cust13198,Tahoe,Chevrolet,1
Cust21950,E400,Jeep,1
Cust36317,Malibu,Chevrolet,1
Cust38200,Accord,Nissan,3
Cust27360,Forrestor,Suburu,2
Cust26211,Grand Cherokee,Toyota,3
Cust4840,Pathfinder,Nissan,2
Cust20560,A5,Volkswagen,1
Cust22692,Silverado,Honda,1
Cust24012,Neon,Dodge,3
Cust8755,Wrangler,Jeep,3
Cust12612,Civic,Honda,3
Cust15402,Wrangler,Jeep,1
Cust15943,A5,Chevrolet,3
Cust5191,Pathfinder,Volkswagen,2
Cust34334,X5,Mercedes,3
Cust11883,C300,Audi,3
Cust17889,Grand Cherokee,Ford,0
Cust33831,Fusion,Ford,1
Cust19621,Ultima,Nissan,3
Cust31287,Jetta,Volkswagen,0
Cust6784,RAM,Dodge,1
Cust28424,A3,Ford,1
Cust32638,Camry,Toyota,3
Cust37910,Escape,Toyota,1
Cust1608,RSX,Accura,1
Cust16746,Tahoe,Chevrolet,3
Cust17905,92x,Saab,1
Cust25962,RSX,Accura,2
Cust18554,M5,Toyota,1
Cust7745,Grand Cherokee,Suburu,1
Cust3280,F150,Ford,3
Cust32388,Jetta,Volkswagen,2
Cust2539,RAM,Dodge,2
Cust1247,92x,Saab,2
Cust27753,3 Series,BMW,0
Cust27258,Maxima,Suburu,3
Cust31877,Camry,Toyota,1
Cust32746,Pathfinder,Nissan,1
Cust28155,Pathfinder,Suburu,1
Cust2978,F150,Ford,0
Cust36663,C300,Mercedes,1
Cust19563,Ultima,Audi,2
Cust16053,E400,Chevrolet,1
Cust31921,Jetta,Suburu,2
Cust35343,A5,Audi,1
Cust29686,Camry,Toyota,2
Cust12690,Camry,Audi,2
Cust1240,Legacy,Suburu,0
Cust30869,Civic,Volkswagen,0
Cust25588,TL,Accura,1
Cust1629,X6,BMW,3
Cust24124,M5,BMW,2
Cust12295,Camry,Jeep,3
Cust29126,3 Series,BMW,3
Cust9174,X6,Nissan,0
Cust32799,95,Saab,1
Cust24715,A3,Saab,1
Cust35329,Wrangler,Ford,2
Cust6665,Tahoe,Chevrolet,3
Cust8141,Legacy,Accura,2
Cust28269,RAM,Dodge,2
Cust4251,Grand Cherokee,Jeep,3
Cust34863,A3,Audi,1
Cust25055,TL,Accura,1
Cust8596,A5,Suburu,1
Cust32918,3 Series,BMW,0
Cust3898,A3,Mercedes,3
Cust36630,RAM,Dodge,1
Cust29439,Impreza,Suburu,1
Cust18988,CRV,Nissan,3
Cust35926,Malibu,Chevrolet,1
Cust25272,Neon,Dodge,3
Cust23694,A5,Audi,1
Cust6243,TL,Accura,1
Cust35503,Corolla,Toyota,3
Cust30940,Maxima,Mercedes,0
Cust21694,A3,Audi,0
Cust24493,Jetta,Suburu,2
Cust22396,Silverado,Chevrolet,0
Cust4422,ML350,Ford,2
Cust35915,Wrangler,Jeep,2
Cust32632,Jetta,Jeep,3
Cust34203,Wrangler,Dodge,1
Cust21851,MDX,Accura,2
Cust10249,E400,Mercedes,1
Cust26249,C300,Volkswagen,0
Cust16346,Jetta,Audi,1
Cust38639,E400,Mercedes,2
Cust19864,3 Series,Saab,2
Cust32855,Impreza,Jeep,2
Cust17884,Legacy,Suburu,1
Cust23090,Silverado,Chevrolet,0
Cust18174,X5,BMW,2
Cust30220,Camry,Toyota,3
Cust6278,Maxima,Chevrolet,0
Cust2277,92x,Saab,1
Cust31806,M5,BMW,3
Cust9320,X5,Nissan,0
Cust10926,A3,Audi,3
Cust35314,TL,Chevrolet,2
Cust18904,Wrangler,Nissan,3
Cust12480,Camry,Accura,1
Cust32517,Fusion,Ford,2
Cust13800,Malibu,Nissan,3
Cust9839,Highlander,Toyota,2
Cust12328,Highlander,Audi,2
Cust33340,Highlander,Toyota,1
Cust28678,ML350,Mercedes,0
Cust15761,TL,Accura,2
Cust15924,Pathfinder,Toyota,2
Cust7735,Legacy,Suburu,2
Cust13104,Neon,Dodge,0
Cust9737,Wrangler,Jeep,3
Cust12653,Wrangler,BMW,1
Cust13351,MDX,Accura,1
Cust26723,MDX,Suburu,0
Cust34586,M5,BMW,1
Cust19985,3 Series,BMW,1
Cust10032,Pathfinder,Nissan,3
Cust23138,X6,BMW,1
Cust21073,MDX,Suburu,1
Cust30860,Pathfinder,Nissan,3
Cust20016,Corolla,Toyota,2
Cust10731,Camry,Toyota,0
Cust23853,CRV,Toyota,1
Cust26180,M5,BMW,2
Cust20518,ML350,BMW,2
Cust33674,A3,Jeep,2
Cust32212,Jetta,Volkswagen,0
Cust10509,A3,Audi,2
Cust12582,Grand Cherokee,Accura,1
Cust17697,F150,Ford,1
Cust14803,Forrestor,Dodge,0
Cust17747,Civic,BMW,0
Cust13093,Camry,Toyota,2
Cust36455,TL,Nissan,1
Cust30330,Camry,Ford,1
Cust15275,92x,Dodge,1
Cust27468,Passat,Jeep,1
Cust13900,Wrangler,Jeep,3
Cust2699,RAM,Dodge,1
Cust8772,RAM,Dodge,2
Cust4536,Tahoe,Chevrolet,2
Cust15936,A5,Audi,2
Cust35937,RAM,Dodge,2
Cust35170,A5,Accura,2
Cust20168,Ultima,Toyota,0
Cust17461,RAM,Dodge,2
Cust20719,Escape,Ford,0
Cust14777,Pathfinder,Mercedes,0
Cust28494,Jetta,Volkswagen,1
Cust30947,95,Saab,0
Cust34713,Legacy,Suburu,0
Cust31744,MDX,Accura,0
Cust20092,Wrangler,Jeep,2
Cust8202,Passat,Saab,2
Cust17580,Impreza,Suburu,1
Cust20551,CRV,Honda,0
Cust20126,M5,BMW,0
Cust29547,X5,BMW,3
Cust36873,Wrangler,Jeep,2
Cust11073,E400,Saab,1
Cust25892,Corolla,Saab,3
Cust37955,Ultima,Nissan,1
Cust14776,E400,Nissan,0
Cust10732,CRV,Volkswagen,1
Cust2232,RAM,Volkswagen,3
Cust16776,Escape,Dodge,2
Cust25815,RAM,Ford,0
Cust9456,MDX,Volkswagen,3
Cust36931,Fusion,Ford,0
Cust17454,Forrestor,Saab,2
Cust6177,Silverado,Chevrolet,1
Cust17743,92x,Saab,1
Cust37203,Camry,Saab,1
Cust37896,Highlander,Toyota,0
Cust32113,CRV,Jeep,3
Cust24928,X5,BMW,2
Cust15408,F150,Ford,0
Cust33868,A3,Chevrolet,2
Cust31309,A3,Audi,0
Cust12149,Neon,Dodge,3
Cust24893,MDX,Suburu,2
Cust9057,Grand Cherokee,Jeep,2
Cust1338,RAM,Dodge,0
Cust1480,ML350,Mercedes,0
Cust3740,Impreza,Suburu,0
Cust34279,RSX,Dodge,1
Cust37952,Forrestor,Suburu,2
Cust37235,X6,Dodge,1
Cust10780,Camry,Accura,1
Cust20367,ML350,Mercedes,3
Cust34754,X6,BMW,0
Cust21475,95,Saab,3
Cust4384,Camry,Toyota,1
Cust30915,RAM,Suburu,0
Cust5050,Pathfinder,Nissan,2
Cust13052,93,Ford,3
Cust32495,Ultima,Nissan,0
Cust28070,Passat,Volkswagen,2
Cust31636,Forrestor,Suburu,1
Cust8708,Camry,Toyota,2
Cust2502,Camry,Dodge,2
Cust9158,A3,Mercedes,2
Cust37732,TL,Accura,2
Cust34623,Forrestor,Suburu,2
Cust11988,Wrangler,Mercedes,1
Cust25619,Passat,Jeep,2
Cust12541,A3,BMW,2
Cust17330,X5,Saab,0
Cust26910,C300,Mercedes,0
Cust18412,A5,Audi,1
Cust37634,Jetta,Volkswagen,0
Cust21817,Ultima,Saab,2
Cust32760,Camry,Toyota,1
Cust36946,CRV,Honda,2
Cust15660,A5,Nissan,0
Cust36862,Wrangler,Volkswagen,2
Cust34743,Accord,Toyota,3
Cust6205,Pathfinder,BMW,3
Cust4981,92x,Nissan,0
Cust11157,Legacy,Ford,0
Cust4982,M5,BMW,0
Cust29087,Maxima,BMW,0
Cust31338,Highlander,Chevrolet,2
Cust31891,TL,BMW,1
Cust16760,Tahoe,Ford,0
Cust8558,Jetta,Volkswagen,3
Cust27132,Passat,Accura,3
Cust14014,Grand Cherokee,Jeep,1
Cust1114,93,Saab,2
Cust32532,C300,Chevrolet,1
Cust8102,A5,Audi,2
Cust21722,93,Nissan,0
Cust16431,Legacy,Jeep,2
Cust9212,Pathfinder,Nissan,3
Cust25794,Jetta,Volkswagen,2
Cust9922,A3,Audi,3
Cust9388,MDX,Honda,2
Cust35331,A3,Jeep,3
Cust10704,Escape,Ford,0
Cust24849,Jetta,Chevrolet,2
Cust36915,Camry,Toyota,0
Cust27688,Tahoe,Suburu,2
Cust6027,Legacy,Dodge,2
Cust34049,92x,Chevrolet,3
Cust5088,Malibu,Suburu,2
Cust37890,Highlander,Toyota,0
Cust15818,Passat,Nissan,0
Cust26605,Ultima,Ford,3
Cust28245,Wrangler,Volkswagen,0
Cust8757,TL,Accura,1
Cust1543,92x,Saab,3
Cust26857,Wrangler,Jeep,1
Cust11584,Jetta,Volkswagen,1
Cust23176,Legacy,Volkswagen,1
Cust36138,Civic,Honda,0
Cust38212,Pathfinder,Nissan,1
Cust38958,Malibu,Chevrolet,0
Cust8878,Malibu,Chevrolet,0
Cust13850,Pathfinder,Jeep,3
Cust17994,ML350,Suburu,0
Cust16663,MDX,Accura,3
Cust4682,Fusion,Toyota,2
Cust1774,93,Saab,0
Cust14295,M5,BMW,2
Cust28217,Jetta,Volkswagen,3
Cust29674,92x,Saab,1
Cust6645,CRV,Honda,2
Cust32049,95,Saab,2
Cust6403,ML350,Mercedes,3
Cust8603,Neon,Dodge,1
Cust16579,A3,Audi,3
Cust12815,Malibu,Chevrolet,2
Cust34333,X5,Mercedes,2
Cust18683,Silverado,Saab,3
Cust12934,Neon,Dodge,3
Cust8259,Maxima,Nissan,1
Cust10891,E400,Mercedes,1
Cust34568,Forrestor,Suburu,1
Cust28084,Legacy,Toyota,1
Cust10117,Corolla,Toyota,2
Cust17325,3 Series,BMW,0
Cust2881,Highlander,Volkswagen,0
Cust22922,M5,BMW,1
Cust3489,Jetta,Mercedes,2
Cust29459,Wrangler,Jeep,2
Cust9225,RAM,Dodge,1
Cust34396,Camry,Toyota,2
Cust25043,Wrangler,Jeep,3
Cust28043,Wrangler,Audi,3
Cust37498,Legacy,Accura,3
Cust1042,X5,BMW,1
Cust9024,Wrangler,Jeep,0
Cust24681,ML350,Mercedes,2
Cust5474,CRV,Honda,1
Cust1827,Impreza,Suburu,2
Cust1187,A3,Audi,2
Cust3032,Passat,Suburu,1
Cust10738,Malibu,Audi,0
Cust14296,Corolla,BMW,0
Cust35433,RAM,Dodge,0
Cust37392,92x,Jeep,2
Cust9361,Tahoe,Chevrolet,3
Cust6468,Highlander,Toyota,2
Cust27255,Impreza,BMW,3
Cust34012,Civic,Volkswagen,3
Cust13296,Silverado,Chevrolet,2
Cust21600,Tahoe,Chevrolet,2
Cust11181,Jetta,Volkswagen,1
Cust23749,TL,Accura,0
Cust13215,A5,Nissan,2
Cust32361,Camry,,0
Cust37169,95,Saab,1
Cust35251,Highlander,Toyota,1
Cust3434,A5,Audi,1
Cust21853,Escape,Ford,2
Cust7829,RAM,Dodge,3
Cust1933,Civic,Honda,0
Cust29227,MDX,Accura,0
Cust8444,Neon,Dodge,2
Cust6220,92x,Saab,0
Cust11882,Wrangler,Nissan,2
Cust21332,Highlander,Toyota,2
Cust11727,Camry,Accura,2
Cust13550,3 Series,BMW,1
Cust28183,C300,Mercedes,1
Cust5605,C300,Volkswagen,0
Cust9925,RAM,Dodge,1
Cust7282,A5,Audi,0
Cust11985,Ultima,Audi,1
Cust37892,Highlander,Toyota,0
Cust8211,F150,Ford,1
Cust13587,Pathfinder,Nissan,0
Cust27547,RAM,Audi,3
Cust9528,RSX,Audi,0
Cust8132,Legacy,Nissan,2
Cust1155,93,Saab,3
Cust19049,Highlander,Toyota,3
Cust8559,RAM,Mercedes,2
Cust22098,92x,Saab,0
Cust9491,Impreza,Suburu,1
Cust30949,ML350,Accura,0
Cust10820,A3,BMW,2
Cust18802,E400,Mercedes,2
Cust31102,Silverado,Suburu,0
Cust18902,Wrangler,Jeep,1
Cust35786,93,Saab,2
Cust20648,M5,BMW,3
Cust34636,A3,Audi,2
Cust32752,A3,Audi,2
Cust23148,Civic,Suburu,0
Cust21142,RAM,Dodge,0
Cust34350,92x,Saab,2
Cust22185,ML350,Honda,3
Cust7469,Fusion,Volkswagen,3
Cust33235,Passat,Accura,1
Cust30287,Ultima,Nissan,0
Cust21537,CRV,Accura,3
Cust37052,Neon,Dodge,2
Cust29663,F150,Ford,3
Cust6298,Malibu,Chevrolet,3
Cust6752,Passat,Volkswagen,3
Cust9282,Ultima,Chevrolet,2
Cust10294,Jetta,Volkswagen,2
Cust11142,C300,Mercedes,3
Cust19703,Jetta,Nissan,0
Cust15878,Camry,Nissan,2
Cust21894,Wrangler,Jeep,0
Cust30619,Escape,Volkswagen,1
Cust35093,RAM,Dodge,0
Cust23737,Silverado,Chevrolet,3
Cust28354,Impreza,Suburu,3
Cust35018,Passat,Volkswagen,0
Cust1934,Neon,Dodge,2
Cust14691,Silverado,Nissan,1
Cust28491,95,Saab,1
Cust27775,Escape,Ford,3
Cust28379,Corolla,Dodge,2
Cust35853,Neon,Ford,1
Cust37712,F150,Ford,1
Cust9288,X5,BMW,2
Cust6051,E400,Mercedes,1
Cust22316,Passat,Volkswagen,2
Cust23672,Jetta,Dodge,0
Cust6773,F150,Ford,2
Cust15392,Jetta,Toyota,2
Cust30439,92x,Jeep,3
Cust21418,Neon,Volkswagen,2
Cust21250,Neon,Saab,1
Cust12975,X5,BMW,0
Cust11030,X5,BMW,2
Cust21200,C300,Accura,3
Cust14721,Silverado,Honda,3
Cust2178,ML350,Honda,3
Cust34625,Malibu,Chevrolet,2
Cust33614,X6,BMW,0
Cust36420,RSX,Honda,0
Cust26920,Wrangler,Jeep,1
Cust31484,ML350,Honda,1
Cust38447,ML350,Mercedes,1
Cust37265,Wrangler,Toyota,3
Cust39271,Jetta,Volkswagen,0
Cust7737,ML350,Suburu,1
Cust16230,Escape,BMW,2
Cust5107,Tahoe,Chevrolet,2
Cust38295,Escape,Suburu,0
Cust9575,Tahoe,Ford,3
Cust21774,Legacy,Suburu,3
Cust14525,M5,BMW,3
Cust26659,X5,Ford,0
Cust2510,ML350,Ford,2
Cust7541,Civic,Accura,2
Cust30573,95,Nissan,1
Cust31080,MDX,Suburu,0
Cust31728,Pathfinder,Accura,1
Cust5226,Silverado,Chevrolet,1
Cust11235,RAM,Dodge,2
Cust6295,Maxima,Jeep,1
Cust15891,Maxima,Nissan,1
Cust16378,93,Chevrolet,3
Cust21289,Pathfinder,Chevrolet,3
Cust7063,RAM,Mercedes,2
Cust11374,TL,Accura,1
Cust23406,Highlander,Nissan,3
Cust38543,Impreza,Suburu,2
Cust17723,Civic,Honda,0
Cust18809,RAM,Dodge,2
Cust21470,93,Accura,0
Cust5328,Grand Cherokee,Dodge,0
Cust19276,Passat,Volkswagen,0
Cust33428,RAM,Volkswagen,2
Cust35020,Passat,Volkswagen,0
Cust3053,M5,Audi,2
Cust7759,Tahoe,Chevrolet,3
Cust27847,MDX,Mercedes,2
Cust18740,A3,BMW,2
Cust35012,Forrestor,Suburu,2
Cust26401,C300,Mercedes,1
Cust33814,A5,Audi,1
Cust32986,Tahoe,Toyota,3
Cust9707,Pathfinder,Volkswagen,3
Cust30233,RAM,Dodge,2
Cust18756,RAM,Mercedes,1
Cust10526,A3,Saab,1
Cust34947,Fusion,Chevrolet,2
Cust10478,MDX,Suburu,1
Cust29504,Pathfinder,Mercedes,2
Cust18704,Silverado,Volkswagen,0
Cust31597,Malibu,Dodge,0
Cust26076,Malibu,Suburu,3
Cust21777,C300,Ford,3
Cust21113,95,Volkswagen,1
Cust25845,Ultima,Nissan,2
Cust30729,A3,Audi,1
Cust36409,Jetta,Volkswagen,0
Cust37657,Jetta,Volkswagen,2
Cust27556,E400,Mercedes,2
Cust7093,Jetta,Volkswagen,2
Cust38887,Impreza,Honda,3
Cust28730,Corolla,Toyota,2
Cust7321,Silverado,Chevrolet,3
Cust22793,Corolla,Toyota,1
Cust23227,Fusion,Ford,3
Cust7252,RAM,Dodge,1
Cust10496,Wrangler,Jeep,3
Cust24782,93,Saab,2
Cust22994,RSX,Audi,0
Cust13177,Wrangler,Accura,3
Cust30655,Maxima,Nissan,1
Cust32829,Legacy,Suburu,2
Cust9704,3 Series,Accura,2
Cust14637,Forrestor,Jeep,1
Cust20514,Pathfinder,Nissan,2
Cust24126,3 Series,Jeep,1
Cust38055,95,Saab,0
Cust2760,M5,Saab,1
Cust15933,Jetta,Volkswagen,3
Cust35593,Legacy,Suburu,0
Cust8668,Pathfinder,Nissan,2
Cust9975,Ultima,Suburu,1
Cust17710,RAM,Suburu,0
Cust12447,Forrestor,Suburu,1
